no;isocode;flfp2000;female_ownership;women_politics;plow;agricultural_suitability;tropical_climate;large_animals;political_hierarchies;economic_complexity;ln_income;ln_income_squared;year_obs;plow_aborigenal;hunting;husbandry;terrain_slope;soil_depth;avg_temperature;avg_precipitation;country;communist_dummy;continent;rugged;european_descent;cath00;prot00;othchrist00;muslim00;hindu00;trade_GDP;years_civil_conflict;years_interstate_conflict;agr_va_gdp2000;man_va_gdp2000;serv_va_gdp2000;polity2_2000;plow_negative_crops;plow_positive_crops;region;intensity_agriculture;abs_inherit;matrilocal;patrilocal;nuclear_fam;extended_fam;oil_pc;terrslope2;soil2;avg_temp2;avg_precip2;slope_soil;slope_temp;slope_precip;soil_temp;soil_precip;temp_precip;centered_ln_inc;centered_ln_incsq
49;CUB;38.1;NA;28;1;0.860111985;0.999960349;1;4;7.000039577;NA;NA;1949.998779;1;0.025;0.300000012;23.13145011;0.760543265;17.00774683;31.47350172;Cuba;1;North America;0.528300638;63;0.389999986;0.017000001;0.027000001;0.001;0.002;21.32999992;27;4;NA;NA;NA;-7;0.441076756;0.994966865;North America;1;0;0;0;1;0;0;535.0639648;0.578426063;289.2634583;990.5812988;17.59246826;393.4138489;728.02771;12.93512726;23.93696022;535.293335;NA;NA
50;CXR;NA;NA;NA;1;0;1;1;3;7;NA;NA;1940;1;0.025;0.200000003;17.28689492;0.609459459;25.35208321;240.0537567;;NA;Asia;1.320609667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Asia;1;0;0;1;0;1;NA;298.836731;0.371440828;642.7281494;57625.80469;10.5356617;438.2587891;4149.78418;15.45106697;146.3030396;6085.862793;NA;NA
51;CYM;NA;NA;NA;1;0.884332925;0;1;4;8;NA;NA;1920;1;0.025;0.300000012;16.31428571;0.983374896;8.232592583;89.7375946;Cayman Islands;0;North America;0.09613086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.431491762;0.833324432;North America;1;0;0;0;1;0;NA;266.1559143;0.967026174;67.77558136;8052.835938;16.0430584;134.3088684;1464.004761;8.09572506;88.24569702;738.7730713;NA;NA
52;CYP;48.8;NA;5;1;0.547448227;0.918403113;1;4;7;9.48648262;89.9933548;1950;1;0.025;0.329294533;31.85270172;0.668203138;14.171445;55.7929337;Cyprus;1;Asia;2.718278459;1;0.012;0.011;0.029999999;0.218999997;0;51.49000168;0;1;3.6;9.89;77.32;10;0.347389787;0.949908137;Asia;1;0;0;1;0.706350863;0.293649167;0;1014.594604;0.446495444;200.8298492;3112.851563;21.28407478;451.3988037;1777.15564;9.469404221;37.28101349;790.6665039;1.9158823;3.670604988
53;CZE;51.5;25;15;1;0.894141641;0;1;4;7;8.616348267;74.24145508;1940.124146;1;0.025;0.300000012;13.25756274;0.96165608;8.073515512;56.61637547;Czech Republic;1;Europe;0.883696794;100;0.404000014;0.030999999;0.188999996;0;0;107.6600037;0;0;3.89;26.83;58.04;10;0.158020556;0.98158288;Europe;1;0;0;0.987590909;0;1;0;175.76297;0.924782395;65.18165588;3205.414063;12.74921608;107.035141;750.5951538;7.763945103;54.44548035;457.0932007;1.045747947;1.093588768
54;DEU;49.1;20.3;31;1;0.809065215;0;1;4.00073719;7;10.04820347;100.9663925;1949.973022;1;0.025;0.300000012;4.937125728;0.960393031;9.187170121;73.00723107;Germany;1;Europe;0.597442268;97.59999847;0.335000008;0.356000006;0.059;0.044;0.001;55.20000076;5;33;1.26;22.95;68.48;10;0.006471357;0.953157961;Europe;1;0;0;0.002702155;0.000737349;0.999262691;0;24.37520981;0.922354758;84.40409851;5330.055664;4.741580963;45.35821533;360.4458923;8.823293686;70.11563873;670.7298584;2.477603148;6.138517361
55;DJI;56.6;NA;0;0;0.119668909;1;1;3.708089352;1.29133594;6.648222446;44.19886017;1880.040283;0;0.025;0.888583004;19.79901235;0.525902222;25.20110575;31.0406149;Djibouti;0;Africa;2.431862911;NA;0.014;0;0.001;0.940999985;0;43.18999863;0;0;3.54;2.61;81.1;2;0.590588868;0.037884917;Africa;0;0;0;1;0;1;0;392.000885;0.276573151;635.0957031;963.5197754;10.41234493;498.9570007;614.5735474;13.25331783;16.32432747;782.2578125;-0.922377874;0.850780942
56;DMA;NA;41;9;0;0.829846583;1;1;4;7;8.24324131;67.95102692;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;Dominica;0;North America;0.002897837;NA;0.758000016;0.149000004;0.039000001;0.002;0.002;74.12000275;0;0;18.1;8.76;58.44;NA;0.631516516;0;North America;0;0;0;1;0;1;0;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;0.67264099;0.452445902
57;DNK;60.1;NA;37;1;0.806185567;0;1;4;7;10.30871773;106.2696609;1950;1;0.025;0.300000012;4.91015625;0.96054115;9.189962387;73.05132294;Denmark;0;Europe;0.188519583;99.19999695;0.006;0.878000021;0.032000002;0.013;0.001;60.5;0;3;2.61;16.19;70.58;10;0.001744598;0.952287912;Europe;1;0;0;0;0;1;0.068010435;24.1096344;0.92263931;84.45540619;5336.495605;4.716407299;45.12415314;358.6934204;8.827337265;70.16880035;671.3389282;2.738117408;7.497286938
58;DOM;47.4;30;16;0.998763323;0.862022756;0.994829975;1;4;7.005169868;7.723668575;59.655056;1949.82019;0.998763323;0.025;0.299876332;23.10184541;0.76127;16.97047536;31.87630252;Dominican Republic;0;North America;1.640515135;52;0.883000016;0.039999999;0.018999999;0;0;63.40999985;1;0;7.25;26.13;56.85;8;0.446068734;0.969374716;North America;1;0;0;0;1;0;0;533.6952515;0.579532027;287.9970398;1016.098633;17.5867424;392.0492859;736.4014282;12.91911411;24.26647377;540.9559937;0.153068255;0.023429891
59;DZA;31.3;15;3;0.980906963;0.276121576;1;1;3.92934227;2.367640257;7.494746685;56.1712265;1877.480835;0.980906963;0.025723891;0.581741989;20.20599169;0.651003416;16.46676423;36.86409176;Algeria;0;Africa;0.509750576;0;0.001;0;0.002;0.967000008;0;56.95000076;10;0;8.88;7.46;32.51;-3;0.347675949;0.963594735;Africa;0.287241727;0;0;0.997656822;0.022716623;0.977283299;0.051858835;408.2821045;0.423805445;271.1543274;1358.961304;13.15417004;332.7272949;744.8755493;10.71992016;23.9986496;607.0322876;-0.075853635;0.005753774
60;ECU;41.1;24.1;17;0;0.074118567;1;0.993473947;4.620886326;6.814163208;7.166640282;51.36073303;1556.797852;0;0.104458451;0.186152652;25.28076218;0.609053948;17.31065448;167.032509;Ecuador;0;South America;1.277522467;31.97617149;0.930999994;0.016000001;0.029999999;0;0;54.25;4;2;NA;NA;NA;6;0.415745288;0.148737222;South America;0.908483267;0.993172705;0;0.955415487;0.904765725;0.044129018;0.032862391;639.1169434;0.370946705;299.6587524;27899.85938;15.3973484;437.6265259;4222.708984;10.54312229;101.7318115;2891.442139;-0.403960038;0.163183713
61;EGY;23.8;34;2;0.998832941;0.004026055;0.999534037;1;3.27383256;5.192080021;7.302364826;53.32453156;1939.124146;0.998832941;0.052106395;0.408508688;14.12071659;0.300134382;22.4191282;2.656879416;Egypt, Arab Rep.;0;Africa;0.72306666;0;0.003;0.008;0.003;0.843999982;0;19.88999939;6;9;16.74;19.39;50.13;-6;0.09057267;0.633636355;Africa;0.638414979;0;0;1;0.368948758;0.631050766;0.011078627;199.3946381;0.090080649;502.6173096;7.059008121;4.23811245;316.5741577;37.51704025;6.728751183;0.797420859;59.56491852;-0.268235494;0.07195028
62;ERI;55.2;4.2;15;0.892161012;0.153975356;1;1;2.557137728;5.268900394;5.182631969;26.85967445;1914.060791;0.892161012;0.029793134;0.465620488;31.63445777;0.554563895;23.66103336;41.62698998;Eritrea;1;Africa;2.481304319;1.899999976;0.034000002;0.006;0.004;0.446999997;0;80.18000031;3;3;15.1;11.16;61.93;-6;0.586853564;0.076204926;Sub-Saharan Africa;0.578936458;4.93E-05;0;0.925147831;0.92435509;0.064658485;0;1000.738892;0.307541102;559.8444824;1732.806274;17.54332733;748.5039673;1316.84729;13.12155437;23.08482552;984.9376221;-2.387968351;5.702392843
63;ESH;NA;NA;NA;1;0.028365917;1;1;4.034822464;1.211143851;NA;NA;1930.044189;1;0.193685278;0.493476987;3.736372427;0.739221188;23.41984108;8.834221175;;NA;Africa;0.203413474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.377086133;0.976506829;Africa;0.034822699;0;0;1;0.034822699;0.965177298;NA;13.96047878;0.546447992;548.4889526;78.04346466;2.762005568;87.50524902;33.0079422;17.31244278;6.530443668;206.8960571;NA;NA
64;ESP;40.5;34.1;22;1;0.856661686;0.999913603;1;4.000005722;7.043055534;9.576505661;91.7094574;1949.303589;1;0.025008611;0.304309994;23.14571421;0.759753846;16.74587711;32.83818104;Spain;0;Europe;1.689148258;99.23999786;0.916999996;0.002;0.006;0.005;0;46.74000168;26;10;4.38;18.6;66.39;10;0.435506493;0.995112598;Europe;1;0;0;0.043363359;0.999862969;0.000137027;0;535.7240601;0.577225924;280.424408;1078.346191;17.58504486;387.5952759;760.0631714;12.72274494;24.94893456;549.9041138;2.005905341;4.023656237
65;EST;51.7;36.3;18;1;0.959341639;0;1;4.000394344;7;8.32023716;69.22634888;1939.988647;1;0.025;0.200385392;9.103208354;0.96015313;11.03740636;50.54457259;Estonia;1;Europe;0.122628319;100;0.004;0.172000006;0.294999987;0.003;0;156.4900055;0;5;4.82;17.65;67.65;6;0.555032074;0.990492105;Europe;1;0.185660347;0;0.999605656;0.000394372;0.999605656;0;82.86840057;0.921894014;121.8243408;2554.753906;8.740473747;100.4758072;460.1177673;10.59759998;48.53052902;557.8809814;0.74963684;0.561955391
66;ETH;72.8;30.9;2;0.734646082;0.459960257;1;1;3.159255505;4.865237236;4.811518192;23.15070724;1933.940918;0.733696759;0.062731229;0.370989412;24.76965393;0.729747007;20.22008339;80.07893879;Ethiopia;1;Africa;1.569605855;0;0.007;0.136000007;0.092;0.30399999;0;21.37000084;28;11;49.88;5.52;37.77;1;0.529557765;0.223960966;Sub-Saharan Africa;0.734918833;0;0;0.995834529;0.35449186;0.386070132;0;613.5357666;0.532530665;408.8517761;6412.63623;18.0755806;500.8444824;1983.527588;14.75554562;58.43736649;1619.202759;-2.759082128;7.612534187
67;FIN;58.3;NA;37;0.998372614;0.904181626;0;1;3.99534893;6.990235806;10.05585575;101.1202316;1942.076782;0.998372614;0.025284791;0.221245065;8.256176476;0.960226535;10.64595273;55.11682771;Finland;0;Europe;0.327655013;100;0.001;0.851000011;0.064999998;0.002;0;66.18000031;2;9;3.53;26.25;62.77;10;0.541675866;0.989548802;Europe;0.998372614;0.001113705;0;0.794058859;0.001858544;0.998141468;0;68.1644516;0.922034979;113.3363113;3037.864746;7.927799702;87.89486694;455.0542603;10.22252655;52.92464066;586.7711182;2.485255431;6.176494558
68;FJI;39.1;49.1;11;0;0.025437202;1;1;2.008957863;7;7.620024681;58.06477737;1919.414185;0;0.069793172;0.054534987;18.85103972;1;24.55369527;265.7891494;Fiji;0;Oceania;1.395932275;2.200000048;0.075000003;0.40200001;0.093000002;0.068999998;0.333000004;84.01999664;0;0;17.06;13.97;60.64;5;0.649122834;0;Oceania;0;NA;0.393799812;0.606200218;0.402757734;0.597242296;0;355.3616943;1;602.8839722;70643.875;18.85103989;462.8626709;5010.401855;24.55369568;265.7891541;6526.105957;0.049424361;0.002442767
69;FLK;NA;NA;NA;1;0.884332925;0;1;4;8;NA;NA;1920;1;0.025;0.300000012;16.31428571;0.983374896;8.232592583;89.7375946;;NA;South America;0.263832808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.431491762;0.833324432;South America;1;0;0;0;1;0;NA;266.1559143;0.967026174;67.77558136;8052.835938;16.0430584;134.3088684;1464.004761;8.09572506;88.24569702;738.7730713;NA;NA
70;FRA;48.3;NA;11;1;0.903808495;0.017370019;1;4.938437939;6.972567558;10.02339172;100.4683838;1949.415161;1;0.025992699;0.300770044;10.46691345;0.763618486;9.582001934;74.32228161;France;0;Europe;1.097683519;93.40000153;0.670000017;0.008;0.025;0.071000002;0.001;50.18999863;29;41;2.84;16.02;74.26;9;0.099248208;0.967583179;Europe;1;0;0;0.013295026;0.957235575;0.042764418;0;109.5562744;0.583113194;91.8147583;5523.801758;7.99272871;100.2939835;777.9248657;7.316993713;56.7538681;712.15625;2.452791404;6.01618567
71;FRO;NA;NA;NA;0;0;0;1;3;7;NA;NA;1100;0;0.200000003;0.400000006;18.19635891;0.515933232;1.647435904;76.76473999;Faeroe Islands;0;Europe;2.253063961;NA;NA;NA;NA;NA;NA;94.79000092;NA;NA;NA;NA;NA;NA;NA;NA;Europe;0;0;0;1;0;1;NA;331.1074829;0.266187102;2.714045048;5892.825195;9.388106346;29.97733498;1396.838745;0.849966943;39.60548019;126.4649887;NA;NA
72;FSM;NA;86.8;NA;0;NA;NA;1;3;5;7.607955456;57.88098526;1903.570679;0;0.025;0.100000001;NA;NA;NA;NA;Micronesia, Fed. Sts.;0;Oceania;1.353353279;NA;0.538999975;0.340000004;0.052000001;0;0;56.81999969;0;0;NA;NA;NA;NA;NA;NA;Oceania;0;0;0.871413589;0.128586426;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.037355136;0.001395406
73;GAB;64.6;33.1;8;0;0.0040054;1;0.638749897;1.007701635;7;8.290005684;68.72419739;1900.198486;0;0.116489731;0.072906241;5.762860489;0.930630284;24.82081161;168.9094823;Gabon;0;Africa;0.217507619;1;0.574999988;0.172000006;0.160999998;0.046;0;70.01999664;0;0;6.21;3.72;37.53;-4;0.7708956;0.165853366;Sub-Saharan Africa;0;0.404978365;0;0.970331192;0.177496433;0.788087845;0.26451385;33.21055984;0.866072714;616.0726929;28530.41406;5.363092422;143.0388794;973.4017944;23.09899902;157.192276;4192.470215;0.719405364;0.517544078
74;GBR;53.5;NA;18;1;0.786413708;0.007799259;1;3.987001181;6.974002361;10.09207535;101.8499832;1949.73999;1;0.025974907;0.3012999;4.966655134;0.961017033;9.189073353;73.41372916;United Kingdom;0;Europe;0.568403713;94.59999847;0.093000002;0.522000015;0.204999998;0.02;0.011;42.86999893;19;29;0.99;17.45;71.71;10;0.001574008;0.949616134;Europe;1;0;0;0.012998765;0;1;0.044801064;24.66766357;0.923553765;84.43907166;5389.575684;4.773040295;45.63895798;364.6206665;8.830856323;70.55184174;674.604126;2.521475028;6.357836316
75;GEO;54.7;40.8;7;0.96897614;0.603032656;0.190785093;1;2.938497066;6.111319542;6.473515987;41.90641022;1869.011108;0.96897614;0.028951177;0.349715143;28.96788229;0.460349027;9.024948431;47.11212774;Georgia;1;Asia;3.658702056;3;0.011;0.005;0.025;0.193000004;0;33.75;4;0;21.93;13.04;55.71;5;0.497703999;0.987230003;Asia;0.897443235;0.000104559;0;0.999969125;0.182294294;0.81770575;0;839.1381836;0.21192123;81.44969177;2219.55249;13.33533669;261.4336548;1364.738525;4.154626369;21.68802261;425.1845093;-1.097084333;1.203594033
76;GHA;72.6;44;9;0;0.685184143;1;1;2.516076803;6.941004276;5.522542953;30.49847984;1907.230103;0;0.092380419;0.089990869;5.965817669;0.890454399;26.24150962;96.69225611;Ghana;0;Africa;0.227549211;0;0.094999999;0.178000003;0.280000001;0.196999997;0;93.30000305;3;0;35.27;9.02;39.32;2;0.636349082;0;Sub-Saharan Africa;0.059505306;0;0;0.346995294;0.002949148;0.885945439;0;35.59098053;0.792909026;688.6168213;9349.392578;5.312288761;156.552063;576.8483887;23.36686707;86.10004425;2537.35083;-2.048057367;4.194538976
77;GIB;NA;NA;NA;1;0.84208434;0.523121373;1;4;7;NA;NA;1950;1;0.025;0.300000012;14.44224592;0.85591336;13.27979454;51.29986744;;NA;Europe;7.811254681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.300897419;0.981712699;Europe;1;0;0;0;0.523121357;0.476878613;NA;208.5784607;0.732587695;176.3529358;2631.676514;12.36131096;191.7900543;740.8853149;11.36635399;43.90824127;681.251709;NA;NA
78;GIN;78.9;25.4;9;0;0.544294849;1;1;2.310913324;7.29994297;5.938683033;35.26795578;1917.49292;0;0.071056105;0.256406456;11.07173359;0.656352644;26.18442212;137.0368378;Guinea;0;Africa;0.73974183;0;0.016000001;0.009;0.015;0.672999978;0;41.06000137;6;0;20.26;3.98;47.24;-1;0.622851551;0.004205463;Sub-Saharan Africa;0.000102144;0.013713668;0;0.994544804;0.009486962;0.604510367;0;122.5832825;0.430798799;685.6239624;18779.0957;7.266961575;289.9069519;1517.235352;17.18621445;89.94448853;3588.230469;-1.631917287;2.663154032
79;GLP;NA;NA;NA;0;0.829846583;1;1;4;7;NA;NA;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;;NA;North America;1.188104111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.631516516;0;North America;0;0;0;1;0;1;NA;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;NA;NA
80;GMB;70.8;21.3;2;0;0.851341424;1;1;2.775197506;6.943079948;5.767873764;33.26836777;1920.316162;0;0.03318226;0.275303304;10.28781322;0.566994653;26.60252788;108.6193488;Gambia, The;0;Africa;0.353021765;0.5;0.024;0.005;0.01;0.869000018;0;47.99000168;0;0;35.8;5.43;51.13;-5;0.669257522;0.064103015;Sub-Saharan Africa;0;0.022573674;0;1;0;1;0;105.8391037;0.321482927;707.694519;11798.16309;5.833135128;273.6818237;1117.455566;15.08349133;61.58658981;2889.549316;-1.802726556;3.249823036
81;GNB;59.8;19.9;NA;0;0.836574213;1;1;1.662043333;6.616873741;5.061123848;25.61497498;1926.672607;0;0.054752417;0.250030488;12.39845139;0.809479612;25.28294565;148.6018476;Guinea-Bissau;0;Africa;0.491014587;3;0.104999997;0.005;0.017000001;0.398999989;0;56.15999985;2;0;56.44;10.5;30.57;5;0.660035014;0.055686578;Sub-Saharan Africa;0;0.180270568;0.007021945;0.992978036;0.009649964;0.918193758;0;153.7216034;0.655257225;639.227356;22082.50977;10.03629398;313.4693604;1842.432739;20.46602821;120.2901688;3757.092529;-2.509476472;6.297472164
82;GNQ;33.8;NA;5;0;0;1;0.89710325;1.226512074;6.588412762;7.935351372;62.96980286;1917.190796;0;0.100650854;0.092282742;6.336979404;0.924079668;24.8920075;187.5522686;Equatorial Guinea;0;Africa;0.55949121;5.75;0.828999996;0.02;0.037;0.041000001;0.001;123.4199982;0;0;9.82;1.42;4.25;-5;NA;NA;Sub-Saharan Africa;0;0.849684;0.102896772;0.79420644;0.00650854;0.766979396;0.238055035;40.15730667;0.853923261;619.6120605;35175.85156;5.855874062;157.7401428;1188.514893;23.00219727;173.3132324;4668.552246;0.364751052;0.13304333
83;GRC;40.8;24.4;6;1;0.441803407;0.839481166;1;3.962902069;6.909278393;9.258844376;85.72619629;1939.219116;1;0.025;0.304797292;30.81199268;0.742297047;14.25312018;61.31899031;Greece;0;Asia;3.102582079;100;0.004;0.001;0.02;0.033;0;36.02000046;6;15;6.59;11.12;72.46;10;0.328566253;0.943075418;Asia;1;0;0;0.991737127;0.876982212;0.123017773;0;949.3789063;0.551004887;203.1514282;3760.018555;22.8716507;439.1670227;1889.360229;10.58004856;45.51690674;873.9869385;1.688244056;2.850167991
84;GRD;NA;57.3;NA;0;0.829846583;1;1;4;7;8.305832863;68.98686218;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;Grenada;0;North America;2.088413396;NA;0.560000002;0.354999989;0.057;0.003;0.007;66.80999756;0;0;7.28;6.51;70.49;NA;0.631516516;0;North America;0;0;0;1;0;1;0;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;0.735232543;0.540566892
85;GRL;NA;NA;NA;0;0;0;0;1;3;NA;NA;1910;0;0.200000003;0.025;13.76058201;0.47640118;-9.158169746;21.37385559;Greenland;0;North America;0.410306009;NA;NA;NA;NA;NA;NA;59.74000168;NA;NA;NA;NA;NA;NA;NA;NA;North America;0;NA;0;1;1;0;NA;189.3536224;0.226958081;83.87207031;456.8417053;6.555557728;-126.0217438;294.1166992;-4.362962723;10.1825304;-195.7453918;NA;NA
86;GTM;41.8;44.2;7;2.49E-05;0.405513794;1;0.999235749;1.999823332;7.060610771;7.454463959;55.56903458;1929.762817;2.49E-05;0.029560022;0.105949566;27.5019185;0.62782732;20.81783878;196.3201049;Guatemala;0;North America;1.807380518;21.96500015;0.773999989;0.090000004;0.112999998;0;0;38.81000137;12;3;NA;NA;NA;8;0.584964156;0.085598513;North America;2.49E-05;0;0;0.939768851;0.731405318;0.268584996;0;756.3555298;0.394167155;433.3824158;38541.58203;17.2664566;572.5305176;5399.179688;13.07000828;123.255127;4086.960205;-0.116136361;0.013487654
87;GUF;NA;NA;NA;0;0.35981596;1;0.699359238;3.067782879;6.74977684;NA;NA;1896.659912;0;0.052257489;0.077451944;6.487889992;0.909331575;25.88519055;128.7044828;French Guiana;NA;South America;0.205315064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.631091416;0;South America;0;0.058145259;0.305869073;0.692225635;0.117433935;0.880660772;NA;42.09271622;0.826883912;670.0430908;16564.84375;5.899643421;167.9402618;835.0205078;23.53822136;117.0350494;3331.540039;NA;NA
88;GUM;53;NA;NA;0;NA;NA;1;2;7;NA;NA;1950;0;0.025;0.200000003;NA;NA;NA;NA;Guam;0;Oceania;0.666349806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Oceania;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
89;GUY;44.4;58.3;19;0;0.227765483;1;0.802027762;3.406083345;6.859059811;6.865156174;47.13037109;1941.915527;0;0.051218558;0.085152082;4.795747324;0.906130703;26.38150773;115.0136939;Guyana;0;South America;0.272567369;1.300000072;0.101000004;0.284999996;0.114;0.081;0.324999988;150.2799988;0;0;31.09;8.15;39.88;6;0.622512281;0;South America;0;0.03689995;0.161678836;0.829519331;0.139161631;0.833346784;0;22.99919319;0.821072876;695.9839478;13228.14941;4.345573902;126.519043;551.5765991;23.90509415;104.2174377;3034.234619;-0.705444146;0.497651444
90;HKG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Hong Kong SAR;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
91;HND;44.4;43.3;9;0.006933107;0.318842048;0.99313998;0.870610356;1.071601987;6.992054462;6.83207655;46.67726898;1945.602173;0.006933107;0.102362335;0.034164689;25.99657946;0.587966265;22.30462511;145.9264836;Honduras;0;North America;2.150365982;46;0.845000029;0.056000002;0.068999998;0.001;0;103.1800003;1;3;15.88;22.69;51.66;7;0.589287281;0.07436268;North America;0.00686002;0.389728129;0.028768321;0;0.152995989;0.050267097;0;675.8221436;0.345704317;497.4963074;21294.53906;15.28511143;579.8439331;3793.589355;13.11436749;85.79985046;3254.835449;-0.73852377;0.54541736
92;HRV;45.1;33.5;NA;1;0.811578257;0.022321574;1;4.000155449;7.997478962;8.316951752;69.17168427;1949.828735;1;0.025;0.39949581;22.40369163;0.88937479;10.76372856;64.2709443;Croatia;1;Europe;1.267474474;99.55000305;0.88499999;0.006;0.006;0.023;0;57.77999878;6;1;8.38;20.27;63.24;8;0.429070443;0.977498174;Europe;1;0;0;0.999844611;0.000155373;0.999844611;0;501.9253845;0.790987492;115.8578491;4130.754395;19.92527771;241.1472626;1439.906372;9.57298851;57.16095734;691.7949829;0.746351432;0.55704046
93;HTI;56.4;NA;4;0.003064745;0.923086202;1;1;4;7;6.183708668;38.23825455;1930.061279;0.003064745;0.025;0.200306475;27.46172909;0.424761037;23.25579315;115.2068009;Haiti;0;North America;2.361944212;2.5;0.737999976;0.145999998;0.074000001;0;0;36.95000076;3;0;NA;NA;NA;-2;0.623508871;0.144858092;North America;1;0;0;0;1;0;0;754.1465454;0.180421934;540.8319092;13272.60742;11.66467285;638.6442871;3163.778076;9.878154755;48.93535995;2679.225586;-1.386891652;1.923468455
94;HUN;41.1;42.4;8;1;0.938931296;0.002493882;1;3.997053385;6.998012543;8.454622269;71.4806366;1939.433716;1;0.025136448;0.201357618;9.109647073;0.95971596;11.05625092;50.83893667;Hungary;1;Europe;0.346406086;99.30000305;0.609000027;0.236000001;0.02;0.006;0;126.0599976;8;18;5.4;23.48;62.43;10;0.545097888;0.988126397;Europe;1;0;0;0.990345478;0.000637875;0.999362111;0;82.985672;0.921054721;122.2406845;2584.597412;8.742673874;100.718544;463.1247559;10.61086082;48.79093933;562.0880127;0.884021949;0.781494806
95;IDN;50.6;42.8;NA;0.872551262;0.048710885;1;0.961233139;3.915531635;7.264709473;6.684663296;44.6847229;1942.099609;0.872551262;0.045368977;0.190631121;14.90433737;0.819529875;24.98648718;223.0105847;Indonesia;0;Asia;0.967195027;0;0.027000001;0.057;0.046999998;0.546999991;0.033;66.05000305;29;0;15.6;27.75;38.47;6;0.578319609;0.042584807;Asia;0.873960912;0.028299354;0.054305345;0.277994752;0.640935779;0.357897878;0.006809164;222.139267;0.67162919;624.3245239;49733.72266;12.21455002;372.4070435;3323.824951;20.47717285;182.7638397;5572.250977;-0.885937024;0.784884411
96;IND;33;9.1;9;0.866483986;0.630848755;0.999999999;0.881103933;3.508592844;6.661044121;6.11585331;37.40365982;1920.689697;0.86635536;0.042085178;0.193689704;8.750638122;0.896799188;25.22040614;97.07168729;India;0;Asia;1.012652021;0;0.013;0.015;0.030999999;0.120999999;0.771000028;20.40999985;23;7;23.35;15.6;50.46;9;0.526057959;0.33953312;Asia;0.863708735;0.006708272;0.005788358;0.915225983;0.131522372;0.749367774;0.000776545;76.57366943;0.80424881;636.0689087;9422.912109;7.847565174;220.6946411;849.439209;22.61763954;87.05381012;2448.1875;-1.45474701;2.116288864
97;IRL;47.2;41.6;9;1;0.804066859;0.000860936;1;3.998565197;6.997130394;10.13741398;102.7671585;1949.971313;1;0.025107617;0.30014351;4.916392989;0.960593681;9.189864249;73.09132785;Ireland;0;Europe;0.513005465;99.88500214;0.847000003;0.044;0.079999998;0.002;0;133;0;0;3.49;32.42;55.16;10;0.001726719;0.952007949;Europe;1;0;0;0.001434894;0;1;0;24.17091942;0.922740221;84.45360565;5342.342285;4.72265625;45.1809845;359.3457031;8.82772541;70.2110672;671.6994019;2.566813659;6.588532358
98;IRN;28.5;NA;8;0.824046135;0.307874162;0.981144139;1;4.281682491;5.42812252;7.372088909;54.3476944;1709.203979;0.824046135;0.038196538;0.40225336;26.02940224;0.734553404;15.17400012;20.70339379;Iran, Islamic Rep.;0;Asia;2.445289035;0;0;0;0.002;0.95599997;0.001;42.09999847;21;11;13.72;13.16;49.53;3;0.169504508;0.855224252;Asia;0.798232615;0.001138875;0;0.940209985;0.291064203;0.708935797;0.060339984;677.5297852;0.539568722;230.2502747;428.6305237;19.11998558;394.9701538;538.8969727;11.1461134;15.20774841;314.1532898;-0.198511411;0.03940678
